Title,Estado,Edad,Tematica,Inicio_evento,Fin_evento,Lugar,Created
8509,finalizado,2,Forzzen (a confirmar),2024-02-24T16:00:00Z,2024-02-24T20:00:00Z,Salón,2024-04-08T13:32:38Z
8516,confirmado,1,Animalitos románticos del bosque,2024-02-25T15:00:00Z,2024-02-25T22:00:00Z,Quinta,2024-04-08T13:32:43Z
8519,finalizado,1,Primer añito y bautismo,2024-02-18T14:00:00Z,2024-02-18T21:00:00Z,Quinta,2024-04-08T13:32:45Z
8525,finalizado,1,UNICORNIO,2024-02-10T21:00:00Z,2024-02-10T03:00:00Z,Casa,2024-04-08T13:32:49Z
8538,finalizado,1,GRANJA DE ZENON,2024-02-04T14:00:00Z,2024-02-04T03:00:00Z,Quinta,2024-04-08T13:32:52Z
8542,finalizado,5,Unicornios y Arcoiris,2024-02-17T20:00:00Z,2024-02-17T23:00:00Z,Salón,2024-04-08T13:32:58Z
8560,finalizado,5,TOY STORY ,2024-02-18T19:30:00Z,2024-02-18T03:00:00Z,Salón,2024-04-08T13:33:05Z
8565,finalizado,0,sirenita,2024-02-17T15:45:00Z,2024-02-17T03:00:00Z,Casa,2024-04-08T13:33:08Z
8582,finalizado,1,bajo del mar,2024-02-24T14:00:00Z,2024-02-24T22:00:00Z,Casa,2024-04-08T13:33:13Z
8587,finalizado,1,Bautismo/1er año animalitos del bosque,2024-02-25T15:00:00Z,2024-02-25T21:00:00Z,Quinta,2024-04-08T13:33:17Z
8589,finalizado,2,Bluey,2024-02-25T16:00:00Z,2024-02-25T21:00:00Z,Casa,2024-04-08T13:33:21Z
8597,finalizado,0,Baby shower,2024-02-25T17:00:00Z,2024-02-25T21:00:00Z,Salón,2024-04-08T13:33:26Z
8600,finalizado,0,MIKEY MINNIE,2024-02-03T19:00:00Z,2024-02-03T03:00:00Z,Salón,2024-04-08T13:33:33Z
8601,finalizado,3,vengadores ,2024-02-18T16:00:00Z,2024-02-18T21:00:00Z,Salón,2024-04-08T13:33:43Z
8604,finalizado,1,ANIMALES BEBES DE LA SELVA,2024-02-18T16:00:00Z,2024-02-18T03:00:00Z,Salón,2024-04-08T13:33:49Z
8605,confirmado,1,Margaritas,2024-02-17T22:00:00Z,2024-02-17T04:00:00Z,SUM,2024-04-08T13:33:57Z
8363,finalizado,1,Margaritas,2024-02-10T15:00:00Z,2024-02-10T22:00:00Z,Quinta,2024-04-08T13:34:07Z
8611,finalizado,5, Rapunzel,2024-02-06T20:30:00Z,2024-02-06T23:00:00Z,Salón,2024-04-08T13:34:16Z
8612,finalizado,1,Animalitos de la selva bebé,2024-02-10T20:00:00Z,2024-02-10T23:00:00Z,Salón,2024-04-08T13:34:21Z
8619,finalizado,1,Arcoiris color pastel,2024-02-03T20:30:00Z,2024-02-03T23:00:00Z,Casa,2024-04-08T13:34:25Z
8245,finalizado,1,Bautismo,2024-02-10T21:00:00Z,2024-02-11T02:00:00Z,Salón,2024-04-08T13:34:30Z
8621,finalizado,7,Ladybug,2024-02-17T19:00:00Z,2024-02-17T21:30:00Z,Salón,2024-04-08T13:34:34Z
8628,confirmado,1,Arcoiris color pastel,2024-02-03T20:30:00Z,2024-02-03T23:00:00Z,Casa,2024-04-08T14:26:06Z
8633,completado,1,animales,2024-02-10T21:41:00Z,2024-02-11T01:00:00Z,Casa,2024-04-08T14:26:18Z
8639,completado,1,Arcoiris,2024-02-24T16:00:00Z,2024-02-24T03:00:00Z,Casa,2024-04-08T14:26:30Z
8644,completado,1,Animales color pasteles( beige /verde musgo/rosa viejo,2024-02-10T18:00:00Z,2024-02-10T22:00:00Z,SUM,2024-04-08T14:26:39Z
8650,completado,3,A definir entre paw patrol y Pepa Pig,2024-02-05T20:00:00Z,2024-02-05T22:30:00Z,Salón,2024-04-08T14:26:51Z
8652,completado,1,Urien ,2024-02-24T12:50:00Z,2024-02-24T03:00:00Z,Casa,2024-04-08T14:27:11Z
8654,completado,0,leon,2024-02-17T16:30:00Z,2024-02-17T20:00:00Z,SUM,2024-04-08T14:27:20Z
8657,completado,4,n/a,2024-02-24T15:00:00Z,2024-02-24T20:00:00Z,Casa,2024-04-08T14:27:25Z
8658,completado,0,animales de la Selva,2024-02-04T20:00:00Z,2024-02-04T03:00:00Z,Casa,2024-04-08T14:27:29Z
8662,completado,1,Animales del bosque bebés,2024-02-18T18:00:00Z,2024-02-18T21:00:00Z,SUM,2024-04-08T14:27:34Z
8664,completado,1,Zorrito durmiendo en el cielo,2024-02-17T22:00:00Z,2024-02-17T15:53:00Z,Salón,2024-04-08T14:27:40Z
8714,completado,1,Zorritos nórdico durmiendo,2024-02-17T22:00:00Z,2024-02-17T03:00:00Z,Salón,2024-04-08T14:27:56Z
8721,completado,5,Frozen 2,2024-02-24T18:00:00Z,2024-02-24T21:00:00Z,SUM,2024-04-08T14:28:00Z
8732,completado,1,Animalitos nordicos,2024-02-25T00:15:00Z,2024-02-24T03:30:00Z,Salón,2024-04-08T14:28:03Z
6404,completado,1,debajo del mar,2024-02-17T03:57:00Z,2024-02-17T03:00:00Z,Casa,2024-04-08T14:28:07Z
8740,completado,5,Lady bug,2024-02-24T19:00:00Z,2024-02-25T01:00:00Z,SUM,2024-04-08T14:28:20Z
8742,completado,1,bautismo,2024-02-12T13:29:00Z,2024-02-12T03:00:00Z,SUM,2024-04-08T14:28:23Z
8734,completado,1,n/a,2024-02-03T16:30:00Z,2024-02-03T22:30:00Z,Casa,2024-04-08T14:28:35Z
8753,completado,5,mickey mouse,2024-02-04T16:00:00Z,2024-02-04T22:00:00Z,Quinta,2024-04-08T14:28:41Z
8737,confirmado,0,flores,2024-02-25T16:00:00Z,2024-02-25T03:00:00Z,SUM,2024-04-08T14:29:01Z
8759,confirmado,1,"Rosa pastel, print, nude y verde seco.",2024-02-10T15:29:00Z,2024-02-11T02:00:00Z,SUM,2024-04-08T14:29:29Z
8763,completado,4,unicornio,2024-02-22T15:18:00Z,2024-02-22T03:00:00Z,Casa,2024-04-08T14:29:35Z
8771,completado,2,Arcoiris,2024-02-17T16:30:00Z,2024-02-17T20:30:00Z,Salón,2024-04-08T14:30:04Z
8784,completado,1,ANIMALITOS,2024-02-25T00:00:00Z,2024-02-24T05:00:00Z,Salón,2024-04-08T14:30:12Z
8802,completado,3,Spiderman,2024-02-23T19:01:00Z,2024-02-23T22:30:00Z,SUM,2024-04-08T14:30:18Z
8811,confirmado,1,-,2024-02-10T20:00:00Z,2024-02-11T02:40:00Z,SUM,2024-04-08T14:30:22Z
8807,completado,0,baby shower ,2024-02-17T19:00:00Z,2024-02-18T00:00:00Z,SUM,2024-04-08T14:30:25Z
8820,completado,1,BABY DINOS,2024-02-17T19:00:00Z,2024-02-17T05:00:00Z,SUM,2024-04-08T14:30:30Z
8824,completado,1,conejo con globos ,2024-02-17T20:00:00Z,2024-02-18T00:00:00Z,Salón,2024-04-08T14:30:35Z
8826,completado,2, gata marie,2024-02-12T15:00:00Z,2024-02-12T22:00:00Z,Casa,2024-04-08T14:30:39Z
8833,completado,5,Mario y princesa peach,2024-02-04T14:00:00Z,2024-02-04T10:00:00Z,Casa,2024-04-08T14:30:44Z
8839,confirmado,1,safari nena,2024-02-11T21:30:00Z,2024-02-12T00:00:00Z,Salón,2024-04-08T14:30:56Z
8845,confirmado,0,n/a,2024-02-19T19:00:00Z,2024-02-19T23:00:00Z,Casa,2024-04-08T14:31:04Z
8789,completado,7,my melodi,2024-02-27T20:00:00Z,2024-02-27T03:00:00Z,Casa,2024-04-08T14:31:12Z
8852,completado,2,HELADOS,2024-02-25T19:00:00Z,2024-02-26T00:00:00Z,Quinta,2024-04-08T14:31:20Z
8853,confirmado,37,Bautizo,2024-02-17T21:30:00Z,2024-02-18T02:30:00Z,Salón,2024-04-08T14:31:26Z
8860,completado,9, kitty my melody,2024-02-16T19:00:00Z,2024-02-16T22:00:00Z,SUM,2024-04-08T14:31:32Z
8868,completado,1,Temática  selva,2024-02-17T16:00:00Z,2024-02-17T20:00:00Z,Salón,2024-04-08T14:31:36Z
8869,completado,1,Margaritas,2024-02-13T16:00:00Z,2024-02-13T20:00:00Z,Salón,2024-04-08T14:31:41Z
8874,completado,40,Pool party,2024-02-10T16:00:00Z,2024-02-10T22:30:00Z,Casa,2024-04-08T14:31:44Z
8851,confirmado,2,HELADOS,2024-02-25T19:00:00Z,2024-02-26T00:00:00Z,Quinta,2024-04-08T14:31:51Z
8882,completado,5,Spiderman,2024-02-26T19:00:00Z,2024-02-26T23:30:00Z,SUM,2024-04-08T14:31:57Z
8885,completado,0, brillos plateados y todo color lila y violeta . ,2024-02-18T19:00:00Z,2024-02-18T03:00:00Z,Casa,2024-04-08T14:32:01Z
8808,completado,1,La tematica caritas y arcoiris ,2024-02-17T19:50:00Z,2024-02-18T00:00:00Z,Casa,2024-04-08T14:32:04Z
8887,completado,5,Paw patrol,2024-02-26T19:00:00Z,2024-02-26T23:30:00Z,SUM,2024-04-08T14:32:10Z
8891,completado,0,gallinita pintadita,2024-02-14T13:00:00Z,2024-02-14T21:00:00Z,Casa,2024-04-08T14:32:14Z
8909,completado,4,n/a,2024-02-17T03:34:00Z,2024-02-17T03:00:00Z,Casa,2024-04-08T14:32:18Z
8905,completado,15,shimmer,2024-02-24T16:51:00Z,2024-02-24T03:00:00Z,Otro,2024-04-08T14:32:38Z
5889,completado,5,frozen,2024-02-24T03:00:00Z,2024-02-24T03:00:00Z,Casa,2024-04-08T14:32:49Z
8916,completado,7,Totoro (mi vecino Totoro),2024-02-21T20:00:00Z,2024-02-21T22:30:00Z,SUM,2024-04-08T14:32:56Z
8911,confirmado,6,n/a,2024-02-18T19:18:00Z,2024-02-19T00:00:00Z,Casa,2024-04-08T14:33:06Z
8932,completado,50,n/a,2024-02-23T23:30:00Z,2024-02-23T03:00:00Z,Otro,2024-04-08T14:33:17Z
8948,completado,5,Cumpleaños,2024-02-21T13:00:00Z,2024-02-21T20:30:00Z,Quinta,2024-04-08T14:33:29Z
8957,confirmado,8,n/a,2024-02-16T21:30:00Z,2024-02-17T02:00:00Z,Casa,2024-04-08T14:33:40Z
8940,completado,2,Unicornio,2024-02-19T13:30:00Z,2024-02-19T03:00:00Z,Casa,2024-04-08T14:34:00Z
9016,completado,5,n/a,2024-02-25T15:00:00Z,2024-02-25T20:00:00Z,SUM,2024-04-08T14:34:16Z
9033,confirmado,5, Barbie,2024-02-22T17:30:00Z,2024-02-22T21:00:00Z,Casa,2024-04-08T14:34:42Z
8971,completado,2,mickey,2024-02-25T15:00:00Z,2024-02-25T19:00:00Z,SUM,2024-04-08T14:34:57Z
9063,confirmado,3,Toy story,2024-02-04T15:00:00Z,2024-02-04T22:00:00Z,SUM,2024-04-08T14:35:04Z
7005,finalizado,2,Sin definir,2024-03-03T15:00:00Z,2024-03-03T20:00:00Z,Casa,2024-04-29T16:43:04Z
7020,finalizado,1,Minnie,2024-03-09T15:30:00Z,2024-03-09T18:30:00Z,Salón,2024-04-29T16:43:10Z
7047,finalizado,1,selva,2024-03-09T23:00:00Z,2024-03-09T03:00:00Z,SUM,2024-04-29T16:43:14Z
7048,finalizado,1,Flores y colores pasteles,2024-03-24T15:30:00Z,2024-03-24T21:00:00Z,Casa,2024-04-29T16:43:19Z
7181,finalizado,3,a definir,2024-03-27T21:00:00Z,2024-03-27T03:00:00Z,Salón,2024-04-29T16:43:23Z
7238,finalizado,1,Mickey safari,2024-03-02T15:00:00Z,2024-03-02T22:00:00Z,Quinta,2024-04-29T16:43:27Z
7260,finalizado,1,Mickey Mouse safari,2024-03-10T16:00:00Z,2024-03-10T20:00:00Z,Salón,2024-04-29T16:43:34Z
7319,finalizado,1,Winnie the Pooh y amigos bebés,2024-03-23T15:00:00Z,2024-03-23T21:00:00Z,SUM,2024-04-29T16:43:38Z
7332,finalizado,1,Osito o safari a definir,2024-03-03T20:00:00Z,2024-03-04T00:00:00Z,Salón,2024-04-29T16:43:43Z
7482,finalizado,4,hello kitty,2024-03-02T16:00:00Z,2024-03-02T20:00:00Z,SUM,2024-04-29T16:43:50Z
7490,confirmado,1,Jugueteria,2024-03-02T16:00:00Z,2024-03-02T21:00:00Z,Quinta,2024-04-29T16:43:54Z
7529,finalizado,1,Mickey safari,2024-03-10T16:00:00Z,2024-03-10T20:00:00Z,Salón,2024-04-29T16:44:02Z
6860,finalizado,1,caballerisa,2024-03-15T18:30:00Z,2024-03-15T21:30:00Z,Salón,2024-04-29T16:44:04Z
6765,finalizado,1,Margaritas,2024-03-17T00:00:00Z,2024-03-16T08:00:00Z,Salón,2024-04-29T16:44:10Z
7651,finalizado,1,conejos,2024-03-10T14:00:00Z,2024-03-10T03:00:00Z,Casa,2024-04-29T16:44:16Z
7662,finalizado,6,PAW PATROL,2024-03-24T18:30:00Z,2024-03-24T03:00:00Z,Casa,2024-04-29T16:44:20Z
7677,finalizado,2,Granja de zenon,2024-03-02T18:30:00Z,2024-03-03T00:30:00Z,SUM,2024-04-29T16:44:23Z
7706,finalizado,1,Vaca lola ,2024-03-16T15:06:00Z,2024-03-16T03:00:00Z,Salón,2024-04-29T16:44:26Z
7711,finalizado,1,Monsters Inc,2024-03-24T15:00:00Z,2024-03-24T22:00:00Z,Quinta,2024-04-29T16:44:31Z
7730,finalizado,1,safari,2024-03-24T12:27:00Z,2024-03-24T03:00:00Z,Salón,2024-04-29T16:44:36Z
7734,finalizado,4,Paw patrol,2024-03-16T20:30:00Z,2024-03-17T01:30:00Z,SUM,2024-04-29T16:44:42Z
8112,finalizado,2,Plim plim,2024-03-23T21:00:00Z,2024-03-24T00:00:00Z,Casa,2024-04-29T16:44:47Z
8122,finalizado,1,Winnie Pooh,2024-03-24T17:00:00Z,2024-03-24T21:30:00Z,Quinta,2024-04-29T16:44:51Z
8131,confirmado,6,"Star Wars (galaxia, darth vader, jedi y stormtroppers)",2024-03-02T20:00:00Z,2024-03-03T00:00:00Z,Casa,2024-04-29T16:44:54Z
8146,finalizado,1,n/a,2024-03-23T22:56:00Z,2024-03-23T03:00:00Z,SUM,2024-04-29T16:45:01Z
8147,finalizado,0,bautismo,2024-03-23T23:09:00Z,2024-03-23T03:00:00Z,SUM,2024-04-29T16:45:15Z
8176,finalizado,5,mujer maravilla ,2024-03-14T20:00:00Z,2024-03-14T23:00:00Z,Salón,2024-04-29T16:45:19Z
8220,finalizado,1,ciervita- bosque,2024-03-03T17:30:00Z,2024-03-03T20:30:00Z,Quinta,2024-04-29T16:45:24Z
8251,finalizado,7,Baby yoda,2024-03-10T18:33:00Z,2024-03-10T22:33:00Z,Salón,2024-04-29T16:45:27Z
8121,finalizado,5,Sirenita ariel,2024-03-12T18:00:00Z,2024-03-12T21:44:00Z,Casa,2024-04-29T16:45:31Z
8331,finalizado,6,neon,2024-03-23T19:00:00Z,2024-03-23T22:00:00Z,SUM,2024-04-29T16:45:36Z
8350,finalizado,1,La sirenita,2024-03-02T16:00:00Z,2024-03-02T23:00:00Z,Quinta,2024-04-29T16:45:39Z
8425,finalizado,4,TOY STORY,2024-03-02T19:00:00Z,2024-03-02T22:00:00Z,SUM,2024-04-29T16:45:43Z
8435,finalizado,1,Safari,2024-03-03T15:00:00Z,2024-03-03T03:00:00Z,Casa,2024-04-29T16:45:47Z
8445,confirmado,2,Granja de Zenon,2024-03-02T16:00:00Z,2024-03-03T00:00:00Z,SUM,2024-04-29T16:45:53Z
8480,finalizado,1,Aviones,2024-03-10T15:00:00Z,2024-03-10T19:00:00Z,Casa,2024-04-29T16:45:56Z
8511,finalizado,3,masha y el oso,2024-03-09T21:00:00Z,2024-03-09T23:30:00Z,Salón,2024-04-29T16:45:59Z
8520,confirmado,4,frozen,2024-03-09T19:00:00Z,2024-03-09T03:00:00Z,SUM,2024-04-29T16:46:04Z
8549,finalizado,1,1 año,2024-03-23T19:00:00Z,2024-03-23T23:00:00Z,SUM,2024-04-29T16:46:10Z
8566,confirmado,6,super cute baby,2024-03-10T19:36:00Z,2024-03-10T22:00:00Z,Salón,2024-04-29T16:46:15Z
8592,finalizado,5,Frozen,2024-03-16T16:00:00Z,2024-03-16T19:00:00Z,Salón,2024-04-29T16:46:21Z
8596,confirmado,1,La sirenita,2024-03-09T15:00:00Z,2024-03-09T20:00:00Z,Quinta,2024-04-29T16:46:25Z
8620,finalizado,5,Vampirina,2024-03-14T20:30:00Z,2024-03-14T23:00:00Z,Salón,2024-04-29T16:46:29Z
8629,finalizado,1,Plim plim ( el payaso y sus animalitos),2024-03-03T16:00:00Z,2024-03-03T22:00:00Z,Quinta,2024-04-29T16:46:35Z
8632,finalizado,1,unicornio,2024-03-02T18:00:00Z,2024-03-02T21:00:00Z,Casa,2024-04-29T16:46:38Z
8635,confirmado,0,avion vintage,2024-03-17T15:00:00Z,2024-03-17T19:00:00Z,Salón,2024-04-29T16:46:44Z
8641,finalizado,0,Gabby y la casa de muñecas ,2024-03-09T15:00:00Z,2024-03-09T23:00:00Z,SUM,2024-04-29T16:46:50Z
8649,finalizado,1,Minnie/ Disneyland,2024-03-09T15:15:00Z,2024-03-09T19:05:00Z,Salón,2024-04-29T16:46:54Z
8656,finalizado,7,stich,2024-03-22T13:17:00Z,2024-03-22T03:00:00Z,Casa,2024-04-29T16:46:57Z
8659,finalizado,1,Unicornio,2024-03-16T16:03:00Z,2024-03-16T03:00:00Z,Casa,2024-04-29T16:47:02Z
8665,finalizado,10,Cenicienta,2024-03-01T20:00:00Z,2024-03-01T23:00:00Z,Salón,2024-04-29T16:47:06Z
8673,confirmado,1,Temática safari,2024-03-10T19:30:00Z,2024-03-10T23:00:00Z,Casa,2024-04-29T16:47:10Z
8674,finalizado,5,Sky,2024-03-17T15:00:00Z,2024-03-17T20:00:00Z,Salón,2024-04-29T16:47:15Z
8690,confirmado,3,Spidey and his amazing friends,2024-03-09T16:00:00Z,2024-03-09T20:00:00Z,SUM,2024-04-29T16:47:17Z
8688,finalizado,1,Vaquita de la granja,2024-03-17T16:00:00Z,2024-03-17T22:00:00Z,Casa,2024-04-29T16:47:23Z
8701,finalizado,5,Jazmin de aladin,2024-03-10T17:00:00Z,2024-03-10T20:00:00Z,Salón,2024-04-29T16:47:26Z
8711,finalizado,5,CARS,2024-02-28T19:30:00Z,2024-02-28T23:00:00Z,SUM,2024-04-29T16:47:30Z
8717,finalizado,2,Granja rosa,2024-03-16T19:00:00Z,2024-03-16T23:00:00Z,Salón,2024-04-29T16:47:33Z
8720,finalizado,5,Frozen,2024-03-02T15:00:00Z,2024-03-02T17:30:00Z,Salón,2024-04-29T16:47:37Z
8729,confirmado,1,Granja de Zenón,2024-03-24T15:00:00Z,2024-03-24T21:00:00Z,Quinta,2024-04-29T16:47:44Z
8736,finalizado,1,zenon,2024-03-24T16:30:00Z,2024-03-24T03:00:00Z,Salón,2024-04-29T16:47:48Z
8760,finalizado,7,Inter de Miami,2024-03-02T14:30:00Z,2024-03-02T19:00:00Z,Casa,2024-04-29T16:47:53Z
8766,finalizado,2,Música,2024-03-23T20:00:00Z,2024-03-23T23:00:00Z,Salón,2024-04-29T16:47:56Z
8774,finalizado,2,Minions,2024-03-24T20:00:00Z,2024-03-24T22:30:00Z,Salón,2024-04-29T16:47:59Z
8777,finalizado,1,"ariposas, flores, arcoiris ",2024-03-03T19:00:00Z,2024-03-03T22:00:00Z,SUM,2024-04-29T16:48:03Z
7817,finalizado,1,Mickey zafari ,2024-03-03T14:00:00Z,2024-03-03T03:00:00Z,Casa,2024-04-29T16:48:12Z
8781,finalizado,10,Spa party,2024-03-17T19:13:00Z,2024-03-17T03:00:00Z,Casa,2024-04-29T16:48:20Z
8785,finalizado,1,Safari,2024-03-17T00:30:00Z,2024-03-16T06:30:00Z,Salón,2024-04-29T16:48:25Z
8787,finalizado,3,frozen ,2024-03-09T21:00:00Z,2024-03-10T00:00:00Z,Salón,2024-04-29T16:48:30Z
8788,finalizado,4,rapunzel,2024-03-26T20:00:00Z,2024-03-26T03:00:00Z,SUM,2024-04-29T16:48:34Z
8791,finalizado,4,Barbie,2024-03-09T20:00:00Z,2024-03-09T23:00:00Z,SUM,2024-04-29T16:48:38Z
8792,confirmado,3,frozen,2024-03-05T19:30:00Z,2024-03-05T22:00:00Z,SUM,2024-04-29T16:48:42Z
8783,finalizado,1,safari,2024-03-09T20:00:00Z,2024-03-10T02:00:00Z,SUM,2024-04-29T16:48:48Z
8796,finalizado,1,Colores lisos,2024-03-03T16:00:00Z,2024-03-03T20:00:00Z,Salón,2024-04-29T16:48:53Z
8801,confirmado,1,Selva,2024-03-16T16:00:00Z,2024-03-16T19:00:00Z,Salón,2024-04-29T16:48:59Z
8799,finalizado,1,margaritas,2024-03-02T16:00:00Z,2024-03-02T19:00:00Z,SUM,2024-04-29T16:49:02Z
8804,finalizado,0,Casamiento,2024-03-15T22:00:00Z,2024-03-15T04:00:00Z,Salón,2024-04-29T16:49:06Z
8805,finalizado,1,ANIMALES NORDICOS,2024-03-24T15:30:00Z,2024-03-24T21:30:00Z,Salón,2024-04-29T16:49:09Z
8812,finalizado,5,Pocahontas,2024-03-02T14:00:00Z,2024-03-02T16:30:00Z,Salón,2024-04-29T16:49:13Z
8814,finalizado,1,"Animalitos 🩵 (elefante, jirafa, etc)",2024-03-03T14:00:00Z,2024-03-03T19:00:00Z,SUM,2024-04-29T16:49:20Z
8547,finalizado,1,DAVE AND EVA,2024-03-30T17:03:00Z,2024-03-30T03:00:00Z,Casa,2024-04-29T18:04:33Z
8815,finalizado,1,Dinosaurios,2024-03-23T16:00:00Z,2024-03-23T22:00:00Z,Quinta,2024-04-29T18:04:38Z
8818,finalizado,2,Safari,2024-03-02T19:30:00Z,2024-03-02T22:30:00Z,Salón,2024-04-29T18:04:42Z
8822,finalizado,5,Spiderman,2024-03-09T21:00:00Z,2024-03-09T03:00:00Z,Salón,2024-04-29T18:04:45Z
8827,finalizado,0,Jefe en pañales /,2024-03-17T16:30:00Z,2024-03-17T20:30:00Z,Otro,2024-04-29T18:04:50Z
8828,confirmado,1,Safari,2024-03-17T00:30:00Z,2024-03-16T06:30:00Z,Salón,2024-04-29T18:04:54Z
8831,completado,5,barbie,2024-03-12T19:30:00Z,2024-03-12T21:30:00Z,Salón,2024-04-29T18:04:59Z
8840,completado,3,Paw Patrol,2024-03-16T03:00:00Z,2024-03-16T03:00:00Z,Casa,2024-04-29T18:05:02Z
8842,completado,1,Safari,2024-03-16T16:00:00Z,2024-03-16T19:00:00Z,Salón,2024-04-29T18:05:06Z
8478,confirmado,0,peppa pig,2024-03-02T15:00:00Z,2024-03-02T20:00:00Z,SUM,2024-04-29T18:05:10Z
8847,completado,0,Baby shower Antonia,2024-03-03T19:00:00Z,2024-03-03T22:30:00Z,SUM,2024-04-29T18:05:16Z
8854,confirmado,5,Malefica,2024-03-09T18:30:00Z,2024-03-09T22:00:00Z,SUM,2024-04-29T18:05:19Z
8855,completado,1,Safari,2024-03-23T22:00:00Z,2024-03-23T03:00:00Z,Salón,2024-04-29T18:05:24Z
8861,completado,7,la serenita,2024-02-28T14:56:00Z,2024-02-28T03:00:00Z,Casa,2024-04-29T18:05:29Z
8864,confirmado,1,Mickey safari,2024-03-10T16:00:00Z,2024-03-10T20:00:00Z,Salón,2024-04-29T18:05:34Z
8870,completado,0,Boho Rainbow pastel celestes,2024-03-17T17:00:00Z,2024-03-17T20:00:00Z,SUM,2024-04-29T18:05:37Z
8872,confirmado,1,Vampirina,2024-03-03T17:00:00Z,2024-03-03T20:00:00Z,SUM,2024-04-29T18:05:41Z
8875,completado,4,PAW patrol,2024-03-12T19:30:00Z,2024-03-12T03:00:00Z,SUM,2024-04-29T18:05:44Z
8821,completado,3,Pow patrl,2024-03-23T05:00:00Z,2024-03-23T07:00:00Z,Salón,2024-04-29T18:05:47Z
8876,completado,40,La Sirenita,2024-03-06T17:30:00Z,2024-03-06T22:00:00Z,Casa,2024-04-29T18:05:53Z
8890,confirmado,2,oy Story,2024-03-23T21:00:00Z,2024-03-23T23:30:00Z,Salón,2024-04-29T18:05:58Z
8892,completado,6,n/a,2024-03-01T14:55:00Z,2024-03-01T03:00:00Z,Casa,2024-04-29T18:06:02Z
8838,completado,1,Arcoiris Boho (,2024-03-10T19:00:00Z,2024-03-10T22:00:00Z,SUM,2024-04-29T18:06:06Z
8893,completado,1,Cumpleaños,2024-03-10T15:00:00Z,2024-03-10T21:00:00Z,Casa,2024-04-29T18:06:11Z
8894,completado,1,Granja,2024-03-10T22:00:00Z,2024-03-10T04:00:00Z,SUM,2024-04-29T18:06:14Z
8910,completado,2,paw patrol,2024-03-09T19:00:00Z,2024-03-09T03:00:00Z,Casa,2024-04-29T18:06:18Z
8913,confirmado,1,Cumple de 1 año.,2024-03-24T18:00:00Z,2024-03-25T00:00:00Z,Quinta,2024-04-29T18:06:20Z
8914,completado,8,Inter Miami,2024-03-23T19:00:00Z,2024-03-23T22:00:00Z,Salón,2024-04-29T18:06:25Z
8921,confirmado,3,TBD,2024-03-24T18:00:00Z,2024-03-24T23:00:00Z,Casa,2024-04-29T18:06:32Z
8924,confirmado,1,safari,2024-03-24T21:24:00Z,2024-03-24T03:00:00Z,Salón,2024-04-29T18:06:38Z
8928,confirmado,1,safari,2024-03-15T19:00:00Z,2024-03-15T23:30:00Z,SUM,2024-04-29T18:06:45Z
8929,completado,1,UP ,2024-03-10T13:00:00Z,2024-03-10T03:00:00Z,Casa,2024-04-29T18:06:49Z
8931,completado,1,"Ciervita, animalitos del bosque",2024-03-10T16:00:00Z,2024-03-10T20:00:00Z,Salón,2024-04-29T18:06:54Z
8933,completado,1,Osos,2024-03-10T16:00:00Z,2024-03-10T21:00:00Z,Quinta,2024-04-29T18:06:59Z
8943,completado,4, Spiderman,2024-03-25T19:00:00Z,2024-03-25T21:30:00Z,Salón,2024-04-29T18:07:03Z
8944,completado,2,la granja de Zenón ,2024-03-29T15:00:00Z,2024-03-29T03:00:00Z,SUM,2024-04-29T18:07:07Z
8947,completado,2,Caballos,2024-03-17T18:00:00Z,2024-03-17T23:00:00Z,Casa,2024-04-29T18:07:11Z
8946,confirmado,0,Bautismo,2024-03-09T16:30:00Z,2024-03-09T21:30:00Z,Salón,2024-04-29T18:07:15Z
8970,confirmado,1,safari,2024-03-23T19:23:00Z,2024-03-23T03:00:00Z,Casa,2024-04-29T18:07:22Z
8973,confirmado,3,frozen,2024-03-03T20:00:00Z,2024-03-03T22:00:00Z,Salón,2024-04-29T18:07:27Z
8977,completado,10,stitch),2024-03-02T18:30:00Z,2024-03-02T21:00:00Z,Salón,2024-04-29T18:07:33Z
8978,confirmado,0, selva safari,2024-03-03T16:00:00Z,2024-03-03T21:30:00Z,Casa,2024-04-29T18:07:40Z
8984,completado,3,Stars,2024-03-17T13:29:00Z,2024-03-17T03:00:00Z,Salón,2024-04-29T18:07:43Z
8988,completado,1,⁠Conejito (envío fotos),2024-03-09T21:00:00Z,2024-03-10T01:00:00Z,Salón,2024-04-29T18:07:47Z
8990,completado,2,Granja de zenon,2024-03-23T16:00:00Z,2024-03-23T19:00:00Z,Salón,2024-04-29T18:07:53Z
8993,completado,6,Jazmin Aladin,2024-03-16T18:00:00Z,2024-03-16T23:00:00Z,Casa,2024-04-29T18:07:57Z
8994,completado,50,Cumpleaños de 40,2024-03-16T23:00:00Z,2024-03-16T06:00:00Z,SUM,2024-04-29T18:08:01Z
8996,confirmado,1,Cumpleaños de 1 año y Bautismo,2024-03-24T20:30:00Z,2024-03-24T03:00:00Z,SUM,2024-04-29T18:08:06Z
9031,completado,0,bajo el mar,2024-03-09T16:00:00Z,2024-03-09T20:00:00Z,Otro,2024-04-29T18:08:10Z
9032,confirmado,1,GRANJA,2024-03-10T15:30:00Z,2024-03-10T18:30:00Z,Casa,2024-04-29T18:08:13Z
