Title,Estado,Edad,Tematica,Inicio_evento,Fin_evento,Lugar,Created
7027,confirmado,6,isabella,2023-08-25T15:00:00Z,2023-08-25T21:00:00Z,SUM,2023-11-03T12:57:47Z
7029,finalizado,1,animalitos de la selva ,2023-08-21T19:00:00Z,2023-08-22T01:00:00Z,Otro,2023-11-03T12:57:49Z
7018,confirmado,1,Mickey Safari,2023-08-27T20:00:00Z,2023-08-27T23:15:00Z,Salón,2023-11-03T12:57:50Z
5461,confirmado,4,Superheroes,2023-08-25T20:00:00Z,2023-08-25T23:00:00Z,Salón,2023-11-03T12:57:53Z
7037,finalizado,2,Las pistas de blue,2023-08-20T12:00:00Z,2023-08-21T00:00:00Z,Casa,2023-11-03T12:57:54Z
7038,finalizado,1,"Zafari, jungla",2023-09-02T16:00:00Z,2023-09-02T21:00:00Z,Casa,2023-11-03T12:57:56Z
7043,finalizado,1,leon,2023-09-16T16:00:00Z,2023-09-16T21:00:00Z,Casa,2023-11-03T12:57:58Z
7045,finalizado,3,Superhéroes,2023-08-21T18:00:00Z,2023-08-21T23:00:00Z,SUM,2023-11-03T12:57:59Z
7046,finalizado,7,comunion,2023-09-22T22:00:00Z,2023-09-22T03:00:00Z,Casa,2023-11-03T12:58:01Z
7049,finalizado,10,neon,2023-09-01T21:00:00Z,2023-09-02T00:00:00Z,SUM,2023-11-03T12:58:02Z
7053,finalizado,5,paw patrol,2023-08-19T15:00:00Z,2023-08-19T03:00:00Z,Casa,2023-11-03T12:58:04Z
6988,finalizado,2,coronas,2023-09-10T13:00:00Z,2023-09-10T21:00:00Z,SUM,2023-11-03T12:58:05Z
5771,finalizado,1,unicornio,2023-09-10T17:00:00Z,2023-09-10T03:00:00Z,Salón,2023-11-03T12:58:07Z
7098,finalizado,7,Fútbol (Real Madrid),2023-09-03T18:00:00Z,2023-09-03T20:30:00Z,SUM,2023-11-03T12:58:09Z
7101,finalizado,14,Fiesta de 15 Euforia.,2023-09-22T23:45:00Z,2023-09-22T07:30:00Z,Salón,2023-11-03T12:58:09Z
7103,finalizado,3,Superhéroes,2023-08-21T18:00:00Z,2023-08-21T23:00:00Z,SUM,2023-11-03T12:58:11Z
7104,finalizado,3,la sirenita,2023-09-30T19:30:00Z,2023-09-30T22:30:00Z,Salón,2023-11-03T12:58:12Z
7105,finalizado,1,lisos,2023-09-17T15:00:00Z,2023-09-17T20:00:00Z,SUM,2023-11-03T12:58:14Z
7108,finalizado,3,dinos,2023-09-03T17:30:00Z,2023-09-03T21:00:00Z,SUM,2023-11-03T12:58:15Z
5211,finalizado,1,Rey León,2023-09-01T20:00:00Z,2023-09-01T03:00:00Z,Salón,2023-11-03T12:58:17Z
5505,confirmado,1,El principito,2023-09-16T15:00:00Z,2023-09-16T03:00:00Z,Salón,2023-11-03T12:58:18Z
6941,finalizado,2,toy story,2023-09-30T15:30:00Z,2023-09-30T22:00:00Z,Casa,2023-11-03T12:58:20Z
6944,finalizado,1,animales de la selva,2023-08-20T18:30:00Z,2023-08-20T22:00:00Z,SUM,2023-11-03T12:58:22Z
6951,finalizado,4,gaby y la casa de muñecas,2023-09-09T17:00:00Z,2023-09-09T22:00:00Z,SUM,2023-11-03T12:59:38Z
6952,finalizado,7,burbuja,2023-08-19T17:30:00Z,2023-08-19T21:00:00Z,SUM,2023-11-03T12:59:41Z
6953,finalizado,1,animales,2023-09-20T22:22:00Z,2023-09-20T03:00:00Z,SUM,2023-11-03T12:59:42Z
6956,finalizado,8,stich Disney ,2023-09-14T20:30:00Z,2023-09-14T23:00:00Z,Salón,2023-11-03T12:59:43Z
7113,finalizado,1,Corona de princesa,2023-10-01T17:00:00Z,2023-10-01T10:00:00Z,Quinta,2023-11-03T12:59:45Z
7123,finalizado,1,Peppa,2023-09-01T22:37:00Z,2023-09-01T03:00:00Z,Salón,2023-11-03T12:59:48Z
7125,finalizado,1,Looloo kids,2023-09-30T15:00:00Z,2023-09-30T20:18:00Z,Casa,2023-11-03T12:59:49Z
5483,finalizado,5,hello kitty,2023-09-02T16:00:00Z,2023-09-02T19:00:00Z,Salón,2023-11-03T12:59:52Z
6172,finalizado,2,La Granja de Zenón,2023-09-02T22:30:00Z,2023-09-03T02:00:00Z,Salón,2023-11-03T12:59:52Z
6105,finalizado,4,paw patrol,2023-09-02T20:00:00Z,2023-09-02T23:00:00Z,Salón,2023-11-03T12:59:54Z
7131,finalizado,7,pato kawai,2023-09-03T23:26:00Z,2023-09-03T03:00:00Z,Casa,2023-11-03T12:59:55Z
7133,finalizado,4,Avengers y encanto,2023-09-22T18:00:00Z,2023-09-22T23:00:00Z,Casa,2023-11-03T12:59:57Z
7135,finalizado,2,La granja,2023-09-17T13:00:00Z,2023-09-17T21:00:00Z,Salón,2023-11-03T12:59:58Z
7144,finalizado,6,barbie,2023-09-06T20:30:00Z,2023-09-06T23:30:00Z,Salón,2023-11-03T13:00:00Z
7145,finalizado,9,Futbol Argnetina,2023-09-01T19:00:00Z,2023-09-01T22:00:00Z,Salón,2023-11-03T13:00:02Z
7145,finalizado,9,Futbol Argnetina,2023-09-01T19:00:00Z,2023-09-01T22:00:00Z,Salón,2023-11-03T13:00:02Z
6954,finalizado,6,pokemon,2023-09-05T20:00:00Z,2023-09-06T01:00:00Z,Casa,2023-11-03T13:00:04Z
6954,finalizado,6,pokemon,2023-09-05T20:00:00Z,2023-09-06T01:00:00Z,Casa,2023-11-03T13:00:06Z
7153,finalizado,0,lol,2023-09-03T10:48:00Z,2023-09-03T03:00:00Z,Casa,2023-11-03T13:00:08Z
7153,finalizado,0,lol,2023-09-03T10:48:00Z,2023-09-03T03:00:00Z,Casa,2023-11-03T13:00:09Z
7156,finalizado,5,futbol,2023-09-05T18:00:00Z,2023-09-05T21:30:00Z,SUM,2023-11-03T13:00:11Z
7156,finalizado,5,futbol,2023-09-05T18:00:00Z,2023-09-05T21:30:00Z,SUM,2023-11-03T13:00:12Z
7160,finalizado,1,espacio,2023-09-18T19:30:00Z,2023-09-18T22:30:00Z,Casa,2023-11-03T13:00:14Z
7160,finalizado,1,espacio,2023-09-18T19:30:00Z,2023-09-18T22:30:00Z,Casa,2023-11-03T13:00:15Z
6144,finalizado,7,baby joda,2023-09-04T20:00:00Z,2023-09-04T03:00:00Z,Salón,2023-11-03T13:00:17Z
6144,finalizado,7,baby joda,2023-09-04T20:00:00Z,2023-09-04T03:00:00Z,Salón,2023-11-03T13:00:18Z
6343,finalizado,1,Safari,2023-09-09T22:03:00Z,2023-09-09T03:00:00Z,Casa,2023-11-03T13:00:18Z
6343,finalizado,1,Safari,2023-09-09T22:03:00Z,2023-09-09T03:00:00Z,Casa,2023-11-03T13:00:19Z
6540,finalizado,7,ninjago,2023-09-06T14:07:00Z,2023-09-06T03:00:00Z,Salón,2023-11-03T13:00:21Z
6540,finalizado,7,ninjago,2023-09-06T14:07:00Z,2023-09-06T03:00:00Z,Salón,2023-11-03T13:00:21Z
7172,finalizado,6,Kuromi,2023-09-08T18:00:00Z,2023-09-08T21:00:00Z,Salón,2023-11-03T13:00:22Z
7172,finalizado,6,Kuromi,2023-09-08T18:00:00Z,2023-09-08T21:00:00Z,Salón,2023-11-03T13:00:23Z
7175,finalizado,5,Bob esponja,2023-09-21T21:00:00Z,2023-09-21T03:00:00Z,Salón,2023-11-03T13:00:25Z
6936,finalizado,0,margaritas,2023-09-03T16:00:00Z,2023-09-03T19:00:00Z,Casa,2023-11-03T13:00:27Z
6936,finalizado,0,margaritas,2023-09-03T16:00:00Z,2023-09-03T19:00:00Z,Casa,2023-11-03T13:00:27Z
6935,finalizado,2,Corona de princesa,2023-10-01T05:00:00Z,2023-10-01T10:00:00Z,Quinta,2023-11-03T13:00:28Z
6935,finalizado,2,Corona de princesa,2023-10-01T05:00:00Z,2023-10-01T10:00:00Z,Quinta,2023-11-03T13:00:29Z
7185,finalizado,2,no aplica,2023-10-01T13:12:00Z,2023-10-01T03:00:00Z,Casa,2023-11-03T13:00:31Z
7185,finalizado,2,no aplica,2023-10-01T13:12:00Z,2023-10-01T03:00:00Z,Casa,2023-11-03T13:00:31Z
6501,finalizado,1,margaritas,2023-09-10T18:52:00Z,2023-09-10T03:00:00Z,Salón,2023-11-03T13:00:34Z
6501,finalizado,1,margaritas,2023-09-10T18:52:00Z,2023-09-10T03:00:00Z,Salón,2023-11-03T13:00:34Z
5311,finalizado,9,Merlina,2023-09-03T16:00:00Z,2023-09-03T19:00:00Z,Salón,2023-11-03T13:00:36Z
5311,finalizado,9,Merlina,2023-09-03T16:00:00Z,2023-09-03T19:00:00Z,Salón,2023-11-03T13:00:36Z
5616,finalizado,10,Comunión varon,2023-09-16T21:30:00Z,2023-09-17T01:00:00Z,Casa,2023-11-03T13:00:38Z
5616,finalizado,10,Comunión varon,2023-09-16T21:30:00Z,2023-09-17T01:00:00Z,Casa,2023-11-03T13:00:39Z
7199,finalizado,6,FRUTILLITAS,2023-09-02T15:00:00Z,2023-09-02T21:00:00Z,Casa,2023-11-03T13:00:40Z
6671,finalizado,3,N/a,2023-07-18T14:58:00Z,2023-07-18T03:00:00Z,Casa,2023-11-03T13:00:42Z
6673,finalizado,4,N/A,2023-09-23T17:18:00Z,2023-09-23T03:00:00Z,Casa,2023-11-03T13:00:43Z
7214,finalizado,1,Moana bebe,2023-09-23T16:00:00Z,2023-09-23T20:00:00Z,Casa,2023-11-03T13:00:46Z
6183,finalizado,1,arcoiris,2023-09-02T19:00:00Z,2023-09-02T03:00:00Z,Salón,2023-11-03T13:00:48Z
6225,finalizado,7,planetas,2023-09-02T13:32:00Z,2023-09-02T03:00:00Z,Salón,2023-11-03T13:00:50Z
5422,finalizado,1,safari,2023-09-30T16:31:00Z,2023-09-30T21:00:00Z,Salón,2023-11-03T13:00:51Z
6853,finalizado,4,pop it,2023-09-11T20:30:00Z,2023-09-11T23:00:00Z,Salón,2023-11-03T13:00:55Z
5934,finalizado,5,Sonic-shadow,2023-09-09T15:30:00Z,2023-09-09T18:00:00Z,Salón,2023-11-03T13:00:59Z
7216,finalizado,1,"Minnie rosa clarito, salmón, 1 añito",2023-09-25T15:00:00Z,2023-09-25T20:00:00Z,Casa,2023-11-03T13:01:02Z
6633,finalizado,1,plim plim,2023-09-02T14:30:00Z,2023-09-02T17:00:00Z,Salón,2023-11-03T13:01:06Z
6825,finalizado,6,LoL,2023-09-01T19:45:00Z,2023-09-01T23:00:00Z,SUM,2023-11-03T13:01:10Z
6571,finalizado,1,espacio,2023-09-02T16:00:00Z,2023-09-02T21:00:00Z,Casa,2023-11-03T13:01:16Z
6700,finalizado,4,vengadores,2023-09-02T15:00:00Z,2023-09-02T03:00:00Z,Casa,2023-11-03T13:01:21Z
7185,finalizado,2,no aplica,2023-10-01T13:12:00Z,2023-10-01T03:00:00Z,Casa,2023-11-03T13:10:30Z
6714,finalizado,2,cocomelon,2023-09-02T19:00:00Z,2023-09-02T23:00:00Z,Casa,2023-11-03T13:10:31Z
6768,finalizado,4,spidey ,2023-09-02T16:00:00Z,2023-09-02T22:00:00Z,SUM,2023-11-03T13:10:38Z
6764,finalizado,6,Sirenita ariel,2023-09-02T18:00:00Z,2023-09-02T20:00:00Z,Salón,2023-11-03T13:10:41Z
6831,finalizado,5,N/,2023-09-02T13:37:00Z,2023-09-02T03:00:00Z,Casa,2023-11-03T13:10:44Z
6845,finalizado,42,Cumple,2023-09-02T16:00:00Z,2023-09-02T20:00:00Z,Salón,2023-11-03T13:12:05Z
6856,finalizado,3,Toy Story para nena,2023-09-03T15:00:00Z,2023-09-03T20:30:00Z,Casa,2023-11-03T13:12:08Z
6827,finalizado,7,N/A,2023-09-03T16:30:00Z,2023-09-03T21:00:00Z,Casa,2023-11-03T13:12:15Z
6812,confirmado,3,Toy story,2023-09-03T15:00:00Z,2023-09-03T20:00:00Z,Casa,2023-11-03T13:12:17Z
6432,finalizado,5,frozen,2023-09-03T20:00:00Z,2023-09-03T22:30:00Z,Salón,2023-11-03T13:12:20Z
6113,finalizado,2,Aviador,2023-09-03T03:00:00Z,2023-09-03T03:00:00Z,Salón,2023-11-03T13:12:24Z
6008,finalizado,1,Safari,2023-09-03T03:40:00Z,2023-09-03T03:00:00Z,Salón,2023-11-03T13:12:27Z
5980,finalizado,1,Mickey safari,2023-09-03T03:00:00Z,2023-09-03T03:00:00Z,Casa,2023-11-03T13:12:32Z
5921,finalizado,2,Vaca,2023-09-03T03:10:00Z,2023-09-03T03:00:00Z,SUM,2023-11-03T13:12:35Z
5212,finalizado,1,Corona - princesa - carrusel,2023-09-03T03:00:00Z,2023-09-03T03:00:00Z,Casa,2023-11-03T13:12:40Z
6413,finalizado,4,barbie,2023-09-04T20:00:00Z,2023-09-04T22:30:00Z,Salón,2023-11-03T13:12:42Z
5201,finalizado,2,Cars,2023-09-06T02:58:00Z,2023-09-05T03:00:00Z,Salón,2023-11-03T13:12:45Z
5936,finalizado,5,Arco iris,2023-09-05T15:02:00Z,2023-09-05T03:00:00Z,Casa,2023-11-03T13:12:50Z
5652,finalizado,1,Plim plim,2023-09-07T01:48:00Z,2023-09-06T03:00:00Z,Casa,2023-11-03T13:12:53Z
6341,finalizado,5,Marie y hnos (Aristogatos),2023-09-07T21:00:00Z,2023-09-08T00:00:00Z,Salón,2023-11-03T13:12:57Z
7225,completado,1,Conejita bebé,2023-09-30T18:00:00Z,2023-10-01T00:03:00Z,Casa,2023-11-03T13:13:04Z
7231,completado,0,minnie,2023-09-30T20:00:00Z,2023-09-30T22:30:00Z,Salón,2023-11-03T13:13:07Z
6958,finalizado,5,Merlina,2023-09-20T20:00:00Z,2023-09-20T22:30:00Z,Salón,2023-11-03T13:13:10Z
7239,completado,4,El escuadrón de superhéroes,2023-09-30T22:30:00Z,2023-10-01T01:30:00Z,Salón,2023-11-03T13:13:14Z
7243,finalizado,4,barbie,2023-09-02T21:00:00Z,2023-09-02T03:00:00Z,Casa,2023-11-03T13:13:20Z
6801,finalizado,5,Pokemon,2023-09-04T20:30:00Z,2023-09-04T23:30:00Z,Salón,2023-11-03T13:14:15Z
6367,finalizado,0, Argentina campeon,2023-09-07T21:00:00Z,2023-09-08T00:00:00Z,Salón,2023-11-03T13:14:18Z
6925,finalizado,3,paw patrol,2023-09-16T20:00:00Z,2023-09-16T23:30:00Z,SUM,2023-11-03T13:14:21Z
6864,finalizado,2,a confirmar,2023-09-08T19:00:00Z,2023-09-08T22:00:00Z,Casa,2023-11-03T13:14:28Z
5470,finalizado,1,Animales de la selva colores pastel,2023-09-09T22:30:00Z,2023-09-10T01:00:00Z,Casa,2023-11-03T13:14:31Z
6449,finalizado,0,n/a,2023-09-10T01:00:00Z,2023-09-09T03:00:00Z,Salón,2023-11-03T13:14:37Z
6406,finalizado,1,Granja de zenon,2023-09-09T14:00:00Z,2023-09-09T20:00:00Z,Casa,2023-11-03T13:14:40Z
6654,finalizado,1,principito,2023-09-09T16:00:00Z,2023-09-09T03:00:00Z,SUM,2023-11-03T13:14:43Z
6637,finalizado,0,no,2023-09-09T21:01:00Z,2023-09-09T03:00:00Z,Casa,2023-11-03T13:14:49Z
6593,confirmado,1,Cisne,2023-07-09T03:21:00Z,2023-07-09T03:00:00Z,Quinta,2023-11-03T13:14:52Z
6699,finalizado,1,dinos,2023-09-09T16:30:00Z,2023-09-09T03:00:00Z,Salón,2023-11-03T13:14:55Z
6695,finalizado,0,no,2023-09-09T20:21:00Z,2023-09-09T03:00:00Z,SUM,2023-11-03T13:14:58Z
6759,finalizado,4,My melody,2023-09-09T15:00:00Z,2023-09-09T19:00:00Z,Salón,2023-11-03T13:15:02Z
6833,finalizado,4,toy story,2023-09-09T18:30:00Z,2023-09-09T21:00:00Z,SUM,2023-11-03T13:15:07Z
6848,finalizado,1,Animales de la selva,2023-09-09T16:00:00Z,2023-09-09T21:00:00Z,Quinta,2023-11-03T13:15:10Z
5504,finalizado,8,Messi,2023-09-11T00:15:00Z,2023-09-10T03:00:00Z,Salón,2023-11-03T13:15:13Z
6160,finalizado,1,Safari bebé,2023-09-10T15:00:00Z,2023-09-10T03:00:00Z,Salón,2023-11-03T13:15:15Z
6533,finalizado,2,pepa paig,2023-09-10T16:00:00Z,2023-09-10T21:00:00Z,Quinta,2023-11-03T13:15:21Z
6923,finalizado,6,pokemon,2023-09-10T13:00:00Z,2023-09-10T03:00:00Z,Casa,2023-11-03T13:15:25Z
6021,finalizado,3,Princesas,2023-09-11T19:57:00Z,2023-09-11T03:00:00Z,Casa,2023-11-03T13:15:29Z
7258,completado,8,Funko pop de Stranger Things ,2023-10-02T11:39:00Z,2023-10-02T03:00:00Z,Salón,2023-11-03T13:17:48Z
6840,confirmado,0,baby showe,2023-09-03T19:00:00Z,2023-09-03T22:00:00Z,Salón,2023-11-03T13:17:51Z
6807,finalizado,1,Leon. Safari,2023-09-09T22:00:00Z,2023-09-10T02:00:00Z,Salón,2023-11-03T13:17:55Z
6557,finalizado,6,La Sirenita,2023-09-11T00:25:00Z,2023-09-10T03:00:00Z,Salón,2023-11-03T13:17:59Z
7259,completado,0,mario bros,2023-10-01T14:00:00Z,2023-10-01T17:30:00Z,Salón,2023-11-03T13:18:02Z
7266,finalizado,40,rosas lisos,2023-09-09T11:54:00Z,2023-09-09T03:00:00Z,SUM,2023-11-03T13:18:05Z
6664,completado,0,cleo y coquin,2023-09-30T19:00:00Z,2023-09-30T03:00:00Z,Casa,2023-11-03T13:18:07Z
6793,completado,4,frozen,2023-09-16T18:00:00Z,2023-09-16T21:00:00Z,Casa,2023-11-03T13:18:10Z
6561,completado,0,merlina,2023-09-17T15:00:00Z,2023-09-17T20:00:00Z,Quinta,2023-11-03T13:18:15Z
6613,completado,5,stumble,2023-09-13T03:49:00Z,2023-09-13T03:00:00Z,Salón,2023-11-03T13:18:19Z
5354,completado,1,Minnie (Cumple 1) / Bautismo (Arcoiris y mariposas),2023-09-17T20:00:00Z,2023-09-17T03:00:00Z,SUM,2023-11-03T13:18:22Z
6686,completado,0,sing ven y canta,2023-09-13T20:02:00Z,2023-09-13T03:00:00Z,Salón,2023-11-03T13:18:28Z
7282,completado,4,Cumpleaños de 4 años,2023-09-30T16:00:00Z,2023-09-30T19:00:00Z,Salón,2023-11-03T13:18:31Z
6830,completado,1,UNICORNIO ,2023-09-16T17:00:00Z,2023-09-16T22:00:00Z,Casa,2023-11-03T13:18:34Z
5154,completado,1,ositos,2023-09-16T21:00:00Z,2023-09-17T01:00:00Z,Salón,2023-11-03T13:18:38Z
7298,completado,4,"Superhéroes (Spiderman, Capitán América, Ironman, Hulk, Thor)",2023-09-13T19:45:00Z,2023-09-13T22:30:00Z,Salón,2023-11-03T13:18:40Z
7302,completado,6,Patines,2023-10-01T15:00:00Z,2023-10-01T20:00:00Z,Casa,2023-11-03T13:18:43Z
6852,completado,1,animales del bosque ,2023-09-24T00:00:00Z,2023-09-23T03:00:00Z,Salón,2023-11-03T13:18:45Z
5780,completado,1,Animales del bosque,2023-09-16T21:00:00Z,2023-09-17T00:00:00Z,Salón,2023-11-03T13:18:49Z
6219,completado,40,m/a,2023-09-16T19:23:00Z,2023-09-16T03:00:00Z,Casa,2023-11-03T13:18:53Z
6502,completado,4,Hombre araña,2023-09-16T15:00:00Z,2023-09-16T03:00:00Z,SUM,2023-11-03T13:20:57Z
6658,completado,15,shimmer,2023-09-17T00:39:00Z,2023-09-16T03:00:00Z,Salón,2023-11-03T13:21:01Z
6763,completado,4,"Princesas de Disney (Aurora, cenicienta, Jazmin, rapunzel, bella, Ariel)",2023-09-16T18:30:00Z,2023-09-16T22:30:00Z,SUM,2023-11-03T13:21:05Z
6786,completado,4,"Camiones de construcción, ambulancias, autobombo, patrulla policial",2023-09-16T22:00:00Z,2023-09-16T03:00:00Z,Salón,2023-11-03T13:21:08Z
6901,completado,4,Las pistas de Blue y tu,2023-09-16T13:00:00Z,2023-09-16T20:00:00Z,Quinta,2023-11-03T13:21:11Z
7308,completado,7,aladin,2023-09-16T16:04:00Z,2023-09-16T03:00:00Z,Salón,2023-11-03T13:21:14Z
6407,completado,1,Safari,2023-09-17T03:00:00Z,2023-09-17T03:00:00Z,Casa,2023-11-03T13:21:17Z
6798,completado,1,Plim plim cumple 1,2023-09-17T16:24:00Z,2023-09-17T10:24:00Z,Casa,2023-11-03T13:21:19Z
6835,completado,1,zenon,2023-09-17T16:00:00Z,2023-09-17T20:00:00Z,Salón,2023-11-03T13:21:22Z
5157,completado,1,mickey,2023-09-23T15:30:00Z,2023-09-23T03:00:00Z,Salón,2023-11-03T13:21:25Z
5598,completado,0,shimmer,2023-10-01T19:00:00Z,2023-10-01T03:00:00Z,Salón,2023-11-03T13:21:28Z
5392,completado,1,bosque encantado,2023-09-24T19:00:00Z,2023-09-24T23:00:00Z,Salón,2023-11-03T13:21:31Z
6519,completado,0,minecraf,2023-09-16T03:45:00Z,2023-09-16T03:00:00Z,Casa,2023-11-03T13:21:34Z
5999,completado,0,"Minnie tonos rosa pastel,",2023-09-23T19:11:00Z,2023-09-23T03:00:00Z,Casa,2023-11-03T13:21:37Z
6012,completado,2,Animalitos de granja,2023-09-30T18:30:00Z,2023-09-30T22:00:00Z,Casa,2023-11-03T13:21:41Z
6298,completado,3,n/a,2023-09-23T15:35:00Z,2023-09-23T03:00:00Z,Casa,2023-11-03T13:21:46Z
6911,completado,2,La sirenita,2023-09-18T14:00:00Z,2023-09-19T00:00:00Z,Casa,2023-11-03T13:21:49Z
6719,completado,1,corona,2023-09-30T18:00:00Z,2023-09-30T03:00:00Z,Casa,2023-11-03T13:21:51Z
6334,completado,6,MESSI-ARGENTINA,2023-09-30T15:00:00Z,2023-09-30T17:30:00Z,Salón,2023-11-03T13:21:54Z
7315,completado,3,  Marsha y el oso,2023-09-30T15:00:00Z,2023-09-30T22:00:00Z,SUM,2023-11-03T13:21:57Z
7317,completado,7,naturaleza,2023-10-01T14:00:00Z,2023-10-01T19:00:00Z,Quinta,2023-11-03T13:43:31Z
7318,completado,5,Aviones,2023-09-16T15:03:00Z,2023-09-16T03:00:00Z,Casa,2023-11-03T13:43:35Z
6431,completado,0,unicornios,2023-09-24T20:30:00Z,2023-09-24T23:00:00Z,Casa,2023-11-03T13:43:38Z
6660,completado,1,bosque,2023-09-23T23:00:00Z,2023-09-23T03:00:00Z,Casa,2023-11-03T13:43:41Z
6425,completado,4,unicornio,2023-09-29T19:00:00Z,2023-09-29T23:00:00Z,Casa,2023-11-03T13:43:44Z
6542,completado,3,Buggs y sus amigos a la obra,2023-10-01T00:30:00Z,2023-09-30T03:30:00Z,Salón,2023-11-03T13:43:49Z
6647,completado,3,coronas,2023-09-28T03:00:00Z,2023-09-28T03:00:00Z,Casa,2023-11-03T13:43:53Z
7321,completado,10,Aesthetic,2023-09-30T19:00:00Z,2023-10-01T00:55:00Z,Casa,2023-11-03T13:43:57Z
6682,completado,0,confirmar,2023-09-23T03:10:00Z,2023-09-23T03:00:00Z,Casa,2023-11-03T13:44:00Z
6996,completado,3,Frozen,2023-09-13T19:15:00Z,2023-09-13T22:00:00Z,Casa,2023-11-03T13:44:02Z
7323,completado,1,Conejo Peter Rabbit,2023-10-01T16:30:00Z,2023-10-01T22:00:00Z,SUM,2023-11-03T13:44:09Z
6818,completado,2,Animalitos de la granja,2023-09-30T18:30:00Z,2023-09-30T22:00:00Z,Casa,2023-11-03T13:44:16Z
7326,completado,5,La sirenita,2023-10-01T16:00:00Z,2023-10-01T21:00:00Z,SUM,2023-11-03T13:44:18Z
6608,completado,0,15 años,2023-09-30T00:30:00Z,2023-09-29T03:00:00Z,Salón,2023-11-03T13:44:22Z
6689,completado,3,N/a,2023-10-01T01:42:00Z,2023-09-30T03:00:00Z,Casa,2023-11-03T13:44:26Z
6716,completado,3,n------7a,2023-09-24T15:30:00Z,2023-09-24T03:00:00Z,Casa,2023-11-03T13:44:29Z
6772,completado,4,cars,2023-09-23T21:00:00Z,2023-09-23T23:00:00Z,Salón,2023-11-03T13:44:31Z
6783,completado,3,Paw Patrol ,2023-09-30T15:01:00Z,2023-09-30T03:00:00Z,Casa,2023-11-03T13:44:35Z
6802,completado,5,Rainbow,2023-09-30T18:00:00Z,2023-09-30T22:00:00Z,Casa,2023-11-03T13:44:39Z
6819,completado,0,Toca life world,2023-09-30T20:45:00Z,2023-09-30T23:00:00Z,Salón,2023-11-03T13:44:41Z
6891,completado,3,Minnie Rosa pastel,2023-09-24T17:00:00Z,2023-09-24T22:30:00Z,Quinta,2023-11-03T13:44:44Z
6894,completado,0,paw patrol,2023-09-23T15:00:00Z,2023-09-23T03:00:00Z,SUM,2023-11-03T13:44:47Z
6908,completado,2,Hot wheels ,2023-09-30T16:00:00Z,2023-09-30T20:00:00Z,SUM,2023-11-03T13:44:54Z
6919,completado,4,Paw patrol,2023-09-23T18:30:00Z,2023-09-24T00:00:00Z,Casa,2023-11-03T13:44:59Z
6927,completado,0,messi,2023-09-27T12:31:00Z,2023-09-27T03:00:00Z,SUM,2023-11-03T13:45:01Z
6512,confirmado,1,Alicia en el País de las maravillas,2023-09-30T17:00:00Z,2023-09-30T21:30:00Z,Salón,2023-11-03T13:45:04Z
7336,completado,2,sapo pepe,2023-09-30T17:00:00Z,2023-09-30T23:00:00Z,Quinta,2023-11-03T13:45:08Z
7471,completado,4,n/a,2023-09-27T21:30:00Z,2023-09-27T03:00:00Z,SUM,2023-11-03T13:45:10Z
7050,completado,5,minecraft,2023-09-26T19:30:00Z,2023-09-26T22:30:00Z,SUM,2023-11-03T13:45:13Z
7489,completado,33,Cumpleaños,2023-09-30T00:30:00Z,2023-09-29T05:30:00Z,Salón,2023-11-03T13:45:18Z
7495,completado,6,merlina ,2023-09-30T16:00:00Z,2023-09-30T18:30:00Z,Salón,2023-11-03T13:45:21Z
6916,completado,5,PRINCESAS,2023-09-11T19:00:00Z,2023-09-11T21:30:00Z,SUM,2023-11-03T13:45:24Z
6914,completado,5,Encanto,2023-09-22T20:00:00Z,2023-09-22T22:30:00Z,Salón,2023-11-03T13:45:30Z
6569,confirmado,4,unicornio,2023-10-01T14:00:00Z,2023-10-01T16:33:00Z,SUM,2023-11-03T13:45:35Z
5540,completado,1,oso,2023-10-01T16:00:00Z,2023-10-01T21:00:00Z,Casa,2023-11-03T13:45:43Z
7523,completado,4,La construcción/ excavadora,2023-09-26T20:00:00Z,2023-09-26T23:00:00Z,Salón,2023-11-03T13:45:46Z
6336,completado,1,bosque,2023-10-01T23:56:00Z,2023-10-01T03:00:00Z,Casa,2023-11-03T13:45:51Z
6644,completado,1,bosque,2023-10-01T14:00:00Z,2023-10-01T22:00:00Z,Salón,2023-11-03T13:45:54Z
7537,confirmado,8,messi inter,2023-09-16T17:00:00Z,2023-09-16T03:00:00Z,Casa,2023-11-03T13:45:57Z
7572,completado,8,CIENCIA,2023-09-29T19:00:00Z,2023-09-30T00:00:00Z,Casa,2023-11-03T13:45:59Z
6892,completado,2,confirmar,2023-09-23T15:19:00Z,2023-09-23T03:00:00Z,Casa,2023-11-03T13:46:02Z
6888,completado,0,MOANA,2023-09-21T19:30:00Z,2023-09-21T22:00:00Z,SUM,2023-11-03T13:46:06Z
5455,completado,1,unicornio,2023-09-30T19:00:00Z,2023-09-30T23:00:00Z,Casa,2023-11-03T13:46:13Z
5697,completado,5,merlina,2023-10-01T16:00:00Z,2023-10-01T19:30:00Z,Salón,2023-11-03T13:46:15Z
7605,confirmado,1,ANIMALITOS,2023-09-09T20:00:00Z,2023-09-10T02:00:00Z,Salón,2023-11-03T13:46:18Z
6924,confirmado,1,mariposas,2023-09-24T00:09:00Z,2023-09-23T03:00:00Z,Salón,2023-11-03T13:46:20Z
6843,completado,4,unicornio,2023-09-23T14:50:00Z,2023-09-23T03:00:00Z,Salón,2023-11-03T13:46:24Z
